BEGIN_YEAR,BEGIN_MONTH,EVENT_ID,EVENT_TYPE,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,DEATH_TOLL,TOTAL_INJURIES
2019,02,809852,Tornado,10.0,0.0,TUCKERS XRDS,36.1987,-86.1873,36.208,-86.1748,0,0
2019,03,802985,Tornado,100.0,10.0,WAMPOO,34.6012,-92.1263,34.6227,-92.0925,0,2
2019,03,802987,Tornado,60.0,10.0,TOLTEC,34.6227,-92.0925,34.6574,-92.0379,0,0
2019,01,793434,Tornado,0.0,0.0,HACKLEY,30.9108,-90.0896,30.9149,-90.0702,0,0
2019,01,810679,Tornado,,,WILMER,30.8092,-90.3024,30.8092,-90.3024,0,0
2019,03,804167,Tornado,,,WHITE CITY,34.095,-86.7734,34.1885,-86.6192,0,0
2019,03,805912,Tornado,60.0,0.0,HENSHAW,37.6317,-88.0728,37.7183,-87.9294,0,1
2019,03,805913,Tornado,4.0,0.0,SMITH MILLS,37.7973,-87.7769,37.8145,-87.7696,0,0
2019,03,805911,Tornado,2.0,0.0,VIOLA,36.8572,-88.6342,36.8655,-88.6277,0,0
2019,03,808447,Tornado,100.0,0.0,SLOCOMB,31.0565,-85.6074,31.0631,-85.5213,0,0
2019,03,810121,Tornado,,0.0,RETREAT,31.6807,-81.4119,31.7159,-81.2852,0,1
2019,03,810598,Tornado,45.0,,MARSHALLVILLE,32.4654,-83.9072,32.4724,-83.8494,0,0
2019,03,810604,Tornado,50.0,,MYRTLE,32.4724,-83.8494,32.4766,-83.7985,0,0
2019,03,812402,Tornado,0.0,0.0,LOWELL,41.2704,-87.4072,41.2877,-87.391,0,0
2019,03,802988,Tornado,300.0,0.0,CULLER,34.6258,-91.8121,34.7048,-91.7001,0,0
2019,03,802989,Tornado,10.0,0.0,SCREETON,34.7048,-91.7001,34.7292,-91.6696,0,0
2019,03,802992,Tornado,15.0,5.0,MELBA,34.6202,-91.7206,34.6524,-91.6638,0,0
2019,03,802994,Tornado,15.0,5.0,SLOVAK,34.6524,-91.6638,34.6623,-91.6458,0,0
2019,03,805915,Tornado,8.0,0.0,PRATT,37.6413,-87.5314,37.6459,-87.5286,0,0
2019,03,810796,Tornado,0.0,0.0,SHORTERVILLE,31.5459,-85.0784,31.5913,-85.0574,0,0
2019,03,810616,Tornado,50.0,,HEIDRICH,32.9334,-82.6144,32.9345,-82.6115,0,0
2019,03,810639,Tornado,400.0,,SANFORD,31.9539,-84.9644,31.9652,-84.6452,0,0
2019,03,810646,Tornado,15.0,,WESTON,31.9652,-84.6452,31.9642,-84.6291,0,0
2019,03,810658,Tornado,500.0,,DOUBLE CHURCHES,32.575,-85.057,32.6012,-84.9076,0,0
2019,02,809814,Tornado,0.0,0.0,ROCKFORD,32.8676,-86.1845,32.8804,-86.1032,0,0
2019,03,815063,Tornado,0.0,0.0,WEOGUFKA,33.0221,-86.2749,33.0242,-86.265,0,0
2019,03,812823,Tornado,10.0,0.0,ADELL,32.865,-97.9102,32.8685,-97.899,0,0
2019,03,810788,Tornado,200.0,0.0,BOYKIN,31.0734,-84.7113,31.0904,-84.6442,0,1
2019,03,810661,Tornado,500.0,,FORTSON,32.6012,-84.9076,32.6482,-84.6943,0,0
2019,03,810678,Tornado,750.0,,BAUGHVILLE,32.6482,-84.6943,32.7452,-84.3697,0,0
2019,03,806023,Tornado,60.0,0.0,GRISHAM,37.4187,-90.1217,37.426,-89.9341,0,1
2019,03,810794,Tornado,1.0,0.0,CAIRO,30.8619,-84.2321,30.8823,-84.1936,0,2
2019,03,810819,Tornado,0.0,0.0,NEWPORT,30.23,-84.17,30.2386,-84.165,0,0
2019,03,805556,Tornado,50.0,,VANS VLY,34.1187,-85.2586,34.1278,-85.2314,0,0
2019,02,799230,Tornado,35.0,0.0,ARTESIA,33.3905,-88.654,33.3929,-88.6463,0,0
2019,03,812121,Tornado,0.0,0.0,FALKNER,34.8423,-88.9802,34.8425,-88.9799,0,0
2019,03,812122,Tornado,0.0,0.0,PYBURNS,35.0808,-88.2473,35.0833,-88.2425,0,0
2019,03,808523,Tornado,0.0,0.0,HAZELHURST,31.87,-82.6,31.87,-82.6,0,0
2019,03,808532,Tornado,0.0,0.0,JESUP,31.61,-81.84,31.6118,-81.8359,0,0
2019,03,805914,Tornado,1.0,0.0,SLAUGHTERS,37.504,-87.4958,37.5271,-87.4664,0,0
2019,02,810899,Tornado,15.0,0.0,BEAL,38.5308,-87.6314,38.5474,-87.5809,0,0
2019,03,802419,Tornado,2.0,0.0,LAKE ARTHUR,33.001,-104.4402,33.2104,-104.3603,0,6
2019,03,802347,Tornado,0.0,0.0,BAINER,33.8246,-102.1452,33.8474,-102.1359,0,0
2019,02,797470,Tornado,40.0,0.0,OFAHOMA,32.734,-89.7141,32.7538,-89.6454,0,0
2019,03,812822,Tornado,10.0,0.0,MINERAL WELLS,32.8088,-98.0924,32.812,-98.0531,0,0
2019,03,810820,Tornado,0.0,0.0,MOSSY HEAD,30.6553,-86.3155,30.7084,-86.1244,0,0
2019,03,802649,Tornado,20.0,0.0,MALAGA,32.1763,-104.0794,32.3359,-103.913,0,0
2019,03,805916,Tornado,0.0,0.0,ROBARDS,37.6459,-87.5286,37.6561,-87.5189,0,0
2019,03,805575,Tornado,100.0,,LEE POPE,32.5998,-83.9492,32.6125,-83.8833,0,1
2019,03,805576,Tornado,100.0,,TAYLORS MILL,32.6125,-83.8833,32.6252,-83.8389,0,0
2019,03,812114,Tornado,250.0,0.0,WALNUT,34.9462,-88.9013,34.9599,-88.8507,0,0
2019,03,813008,Tornado,,,DUMAS MUNI ARPT,35.9177,-102.1571,35.9003,-102.1418,0,0
2019,03,810821,Tornado,50.0,0.0,GREENSBORO,30.5648,-84.5978,30.5579,-84.5639,0,0
2019,03,813542,Tornado,50.0,0.0,ABBEVILLE,34.203,-82.391,34.204,-82.36399999999999,0,0
2019,03,805579,Tornado,100.0,,BLOOMFIELD,32.8296,-83.6382,32.8418,-83.6268,0,0
2019,02,799239,Tornado,2.0,0.0,COLUMBUS,33.4865,-88.4346,33.5462,-88.2814,2,11
2019,03,812115,Tornado,1.5,0.0,CROSS ROADS,34.9536,-88.2448,34.9605,-88.2091,0,0
2019,03,813009,Tornado,,,VEGA,35.2263,-102.4254,35.2316,-102.4161,0,0
2019,03,813010,Tornado,,,UMBARGER,34.94,-102.0059,34.9303,-101.9711,0,0
2019,03,810790,Tornado,20.0,0.0,BETHANY,30.8766,-84.6863,30.8859,-84.6106,0,0
2019,03,810822,Tornado,5.0,0.0,SMITH CREEK,30.2218,-84.6646,30.2187,-84.3569,0,0
2019,03,816288,Tornado,0.0,0.0,BUTTS,37.9998,-91.2153,38.008,-91.1131,0,0
2019,03,810157,Tornado,,,FALCON,38.9,-104.51,38.9,-104.51,0,0
2019,03,802941,Tornado,,0.0,GALETON,40.52,-104.59899999999999,40.52,-104.59899999999999,0,0
2019,03,801915,Tornado,7.0,0.0,POPLAR CREEK,33.3505,-89.4667,33.3526,-89.4606,0,0
2019,03,801141,Tornado,20.0,0.0,MENDOTA,36.7574,-120.3926,36.7591,-120.3917,0,0
2019,03,805581,Tornado,50.0,,HUBER,32.7023,-83.5584,32.7021,-83.5387,0,0
2019,03,810567,Tornado,50.0,,WORKMORE,31.9255,-82.9292,31.9436,-82.8646,0,0
2019,03,810793,Tornado,50.0,5.0,OMEGA,31.3552,-83.5746,31.3594,-83.5634,0,0
2019,03,810831,Tornado,100.0,0.0,SUNNY HILLS,30.6928,-85.4779,30.7121,-85.4337,0,0
2019,03,816315,Tornado,0.0,0.0,MARQUAND,37.4076,-90.2227,37.4195,-90.1472,0,0
2019,03,810569,Tornado,30.0,,WORKMORE,31.8517,-82.8568,31.8529,-82.8504,0,0
2019,03,810576,Tornado,45.0,,MC RAE TLFR WHLR ARP,32.8071,-83.0795,32.8331,-83.0364,0,0
2019,03,810795,Tornado,10.0,0.0,FORT GAINES,31.5913,-85.0574,31.603,-84.9315,0,0
2019,03,810835,Tornado,5.0,0.0,ALFORD,30.7121,-85.4337,30.7158,-85.3944,0,0
2019,03,803840,Tornado,400.0,,ANDREWS CO ARPT,32.3199,-102.4883,32.3287,-102.479,0,0
2019,03,805908,Tornado,20.0,0.0,CUNNINGHAM,36.9236,-88.896,36.9459,-88.8671,0,0
2019,03,810580,Tornado,25.0,,RUPERT,32.3809,-84.2984,32.4139,-84.1926,0,0
2019,03,810583,Tornado,150.0,,SMITHS XRDS,32.836,-84.9421,32.8665,-84.8197,0,0
2019,03,810842,Tornado,0.0,0.0,LLOYD,30.4989,-84.0413,30.5092,-83.9792,0,0
2019,03,805909,Tornado,150.0,0.0,GAGE,36.9459,-88.8671,36.9824,-88.8279,0,0
2019,03,805910,Tornado,1.3,0.0,CAMMELIA,36.9824,-88.83,37.0871,-88.6757,0,1
2019,03,810588,Tornado,50.0,,OCONEE,32.8477,-82.9564,32.8488,-82.9471,0,0
2019,03,810595,Tornado,35.0,,IRWINS CROSSROADS,32.8643,-82.8495,32.869,-82.8259,0,0
2019,03,810783,Tornado,0.0,0.0,STATE RD 27/COUNTY RD 14,31.9485,-85.0833,31.9539,-84.9644,0,0
2019,03,801834,Tornado,,,ST ANDREWS,34.0182,-81.096,34.0165,-81.0707,0,0
2019,03,801835,Tornado,,,WEDDELL,34.06,-80.9031,34.0612,-80.8928,0,0
2019,03,809712,Tornado,,,BRANCHVILLE,33.2691,-80.89399999999999,33.2696,-80.8912,0,0
2019,03,804381,Tornado,25.0,0.0,REDLAND,32.9557,-93.6151,32.9702,-93.5687,0,0
2019,03,814846,Tornado,0.0,0.0,EUFAULA WEEDON ARPT,31.9483,-85.1537,31.9485,-85.0833,0,0
2019,03,804362,Tornado,125.0,0.0,MYRTIS,32.9085,-94.0064,32.9506,-93.8694,0,0
2019,03,811250,Tornado,70.0,0.0,SHIELDS,38.9202,-86.0382,38.9379,-86.03399999999999,0,0
2019,03,804389,Tornado,150.0,0.0,SPRINGHILL,32.995,-93.4677,32.9997,-93.455,0,0
2019,03,810841,Tornado,500.0,0.0,BAUM,30.4934,-84.1262,30.4989,-84.0413,0,0
2019,03,813539,Tornado,50.0,0.0,SIMS CHAPEL,31.2118,-88.1575,31.2152,-88.1142,0,0
2019,03,813655,Tornado,15.0,0.0,SEARCY,31.9074,-86.4802,31.9074,-86.4802,0,0
2019,03,813657,Tornado,15.0,0.0,HONORAVILLE,31.9065,-86.4459,31.9142,-86.4016,0,0
2019,03,801231,Tornado,50.0,0.0,PITTSBURG,42.8842,-84.223,42.9402,-84.1489,0,0
2019,03,813537,Tornado,10.0,0.0,TIBBIE,31.4188,-88.2566,31.4195,-88.25399999999999,0,0
2019,03,801365,Tornado,100.0,0.0,GENESEE DUFORD ARPT,43.1069,-83.6465,43.1757,-83.5576,0,0
2019,03,813640,Tornado,0.0,0.0,BUPREE,32.4571,-85.4362,32.575,-85.057,23,90
2019,03,814841,Tornado,0.0,0.0,BOSWELL,31.9637,-85.7804,31.9637,-85.7733,0,0
2019,03,802004,Tornado,75.0,0.0,LENNON,42.9927,-83.891,43.0508,-83.7528,0,0
2019,03,801997,Tornado,9.75,0.0,PERRY,42.833999999999996,-84.2384,42.9791,-83.9383,0,0
2019,03,815036,Tornado,0.0,0.0,KELLERMAN,33.3733,-87.3468,33.3805,-87.3271,0,0
2019,03,815043,Tornado,0.0,0.0,GRAYTON,33.8453,-86.0295,33.8542,-86.0119,0,0
2019,03,814845,Tornado,0.0,0.0,BATESVILLE,31.9653,-85.3392,31.9507,-85.2283,0,0
2019,03,813620,Tornado,0.0,0.0,MULBERRY,32.471,-86.74700000000001,32.4762,-86.7385,0,0
2019,03,815047,Tornado,0.0,0.0,BETHLEHEM,32.7966,-87.1707,32.8311,-87.01899999999999,0,0
2019,03,815052,Tornado,0.0,0.0,MAPLESVILLE,32.8311,-87.01899999999999,32.8318,-87.0138,0,0
2019,03,814888,Tornado,0.0,0.0,ARMSTEAD,33.8921,-86.5409,33.9398,-86.3682,0,0
2019,03,814890,Tornado,0.0,0.0,ALTOONA,33.9398,-86.3682,33.9486,-86.3224,0,0
2019,03,802739,Tornado,100.0,0.0,PERRY HGTS,40.8014,-81.4427,40.7349,-81.579,0,0
2019,03,802740,Tornado,100.0,0.0,MIDDLE BRANCH,40.87,-81.31,40.8826,-81.2842,0,0
2019,03,813627,Tornado,0.0,0.0,CARVER COURT,32.3455,-85.7356,32.4473,-85.4356,0,0
2019,03,815055,Tornado,0.0,0.0,SIDDONSVILLE,32.396,-87.6105,32.4244,-87.5307,0,0
2019,03,815057,Tornado,0.0,0.0,BLALOCK,32.3538,-87.4226,32.3551,-87.4187,0,0
2019,03,815061,Tornado,0.0,0.0,MARBLE VLY,32.9551,-86.5154,33.0022,-86.4328,0,0
2019,03,815038,Tornado,0.0,0.0,ST CLAIR SPGS,33.7269,-86.3633,33.7317,-86.2859,0,0
2019,03,815040,Tornado,0.0,0.0,MORGAN SPGS,32.7638,-87.3668,32.7623,-87.2899,0,0
2019,03,813629,Tornado,0.0,0.0,MARVYN,32.4473,-85.4356,32.4914,-85.2738,0,1
2019,03,814880,Tornado,0.0,0.0,ALLGOOD,33.9256,-86.5439,33.9478,-86.5077,0,0
2019,03,815064,Tornado,0.0,0.0,BONITA,32.5282,-86.788,32.5665,-86.6841,0,0
2019,03,815056,Tornado,0.0,0.0,ELLAWHITE,32.3449,-87.4677,32.3538,-87.4226,0,0
2019,03,812920,Tornado,0.0,0.0,ZEPHYR,31.679000000000002,-98.8001,31.6764,-98.7766,0,0
2019,03,812924,Tornado,100.0,0.0,JUNCTION,30.4861,-99.7843,30.4867,-99.7812,0,0
2019,03,812925,Tornado,0.0,0.0,(JCT)KIMBLE CO ARPT,30.49,-99.7756,30.4894,-99.7637,0,0
2019,03,813639,Tornado,0.0,0.0,SOCIETY HILL,32.4472,-85.4818,32.4571,-85.4362,0,0
2019,03,815060,Tornado,0.0,0.0,JUMBO,32.9276,-86.6157,32.9551,-86.5154,0,0
2019,03,815068,Tornado,0.0,0.0,HOLTVILLE,32.6413,-86.3385,32.6899,-86.2044,0,0
2019,03,815069,Tornado,0.0,0.0,WEDOWEE,33.2979,-85.4907,33.3342,-85.429,0,0
2019,03,808644,Tornado,10.0,0.0,MESQUITE,32.7525,-96.6189,32.7534,-96.5908,0,0
2019,03,802638,Tornado,30.0,0.0,MT CARMEL,38.7225,-86.2251,38.7392,-86.1742,0,0
2019,03,814892,Tornado,0.0,0.0,WHITNEY,33.9486,-86.3224,33.9782,-86.26899999999999,0,0
2019,03,816290,Tornado,0.0,0.0,CADET,37.9921,-90.7098,37.9921,-90.7098,0,0
2019,03,802336,Tornado,500.0,0.0,ANTON,33.8006,-102.1549,33.8246,-102.1452,0,0
2019,03,801830,Tornado,,,EVANS,33.5354,-82.2159,33.5521,-82.1986,0,0
2019,03,801831,Tornado,,,MORGANA,33.6098,-82.0529,33.6278,-81.9683,0,8
2019,03,801832,Tornado,,,GILBERT,33.9081,-81.3538,33.9602,-81.1754,0,0
2019,03,801833,Tornado,,,LEXINGTON,33.9613,-81.2383,33.96,-81.205,0,0
2019,02,808421,Tornado,0.0,0.0,STEGEMAN,39.35,-122.0,39.3514,-121.9981,0,0
2019,02,808422,Tornado,5.0,0.0,YUBA CITY SOUTH,39.05,-121.65,39.0526,-121.6508,0,0
2019,02,809791,Tornado,0.0,0.0,COVIN,33.7197,-87.9476,33.7319,-87.9273,0,0
2019,02,809805,Tornado,0.0,0.0,ELDRIDGE,33.8793,-87.6359,33.8909,-87.6253,0,0
2019,02,795410,Tornado,,0.0,BEN HUR,37.37,-119.97,37.3702,-119.9665,0,0
2019,02,803584,Tornado,10.0,,LEES MILL,33.503,-84.4791,33.5058,-84.4701,0,0
2019,02,809803,Tornado,0.0,0.0,HUBERTVILLE,33.8327,-87.678,33.8793,-87.6359,0,0
2019,02,809789,Tornado,0.0,0.0,DANCY,33.058,-88.3103,33.0653,-88.2939,0,0
2019,02,803615,Tornado,25.0,,RIVERDALE,33.5978,-84.4069,33.6092,-84.3571,0,0
2019,02,803620,Tornado,15.0,,LOCUST GROVE,33.3393,-84.0971,33.3334,-84.0834,0,0
2019,02,803629,Tornado,10.0,,IDEAL,32.3696,-84.2018,32.3697,-84.18799999999999,0,0
2019,02,809627,Tornado,25.0,0.0,MILTON,35.9203,-86.189,35.9296,-86.17200000000001,0,0
2019,02,809790,Tornado,0.0,0.0,KINGVILLE,33.656,-88.059,33.7197,-87.9476,0,0
2019,02,800326,Tornado,150.0,0.0,OAKLAND CITY,38.3217,-87.3756,38.3355,-87.333,0,0
2019,02,803578,Tornado,400.0,,BEXTON,33.2903,-84.74700000000001,33.2951,-84.712,0,0
2019,02,806327,Tornado,250.0,0.0,JACINTO,34.7899,-88.4084,34.8245,-88.365,0,0
2019,02,809551,Tornado,1.25,0.0,LEEDY,34.8237,-88.3656,34.874,-88.3054,0,0
2019,02,800329,Tornado,5.0,0.0,ROBARDS,37.7068,-87.5966,37.7181,-87.5752,0,0
2019,02,797876,Tornado,40.0,0.0,PITCHIN,39.828,-83.7941,39.8898,-83.6732,0,0
2019,02,798027,Tornado,0.0,0.0,KNOWLES,37.16,-119.81,37.1655,-119.8025,0,0
