,BEGIN_YEAR,BEGIN_MONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,WFO,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
59,2019,01,24,1636,201901,24,2000,133887,801384,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain / Snow Melt,41.8995,-74.0235,41.9,-74.0203
60,2019,01,24,1645,201901,25,416,133887,801386,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain / Snow Melt,42.1814,-73.4989,42.178000000000004,-73.5217
61,2019,01,20,200,201901,20,1400,134008,802195,CALIFORNIA,6,2019,January,Flood,EKA,0,0,0,0,0.00K,0.00K,Public,Heavy Rain,40.72,-124.18,40.7207,-124.1799
62,2019,01,20,200,201901,20,1230,134008,802196,CALIFORNIA,6,2019,January,Flood,EKA,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain,40.67,-124.2,40.6727,-124.2003
63,2019,01,20,200,201901,20,1540,134008,802199,CALIFORNIA,6,2019,January,Flood,EKA,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,40.8367,-124.0708,40.8371,-124.0715
64,2019,01,24,1900,201901,25,700,133887,801387,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain / Snow Melt,43.0765,-73.8368,43.077,-73.8342
65,2019,01,25,0,201901,25,419,133887,801388,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain / Snow Melt,42.2208,-73.82300000000001,42.2485,-73.7926
66,2019,01,17,1542,201901,17,1945,134052,802498,PUERTO RICO,99,2019,January,Flood,SJU,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,18.2186,-65.7818,18.2143,-65.7745
67,2019,01,24,1757,201901,25,1520,133887,801391,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.0293,-73.4027,43.0294,-73.3995
68,2019,01,24,1430,201901,25,1245,133887,801392,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.0645,-73.5088,43.0643,-73.5032
69,2019,01,24,1017,201901,25,0,133887,801393,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.27,-73.58,43.2703,-73.5757
70,2019,01,24,1608,201901,25,1515,133887,801394,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.256,-73.375,43.2565,-73.3702
71,2019,01,24,1609,201901,24,2047,133887,801395,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.098,-73.377,43.0975,-73.3746
72,2019,01,24,1806,201901,25,1245,133887,801396,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.1037,-73.2933,43.1031,-73.2866
73,2019,01,24,1500,201901,24,1800,133887,801399,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Newspaper,Ice Jam,42.9394,-73.6364,42.941,-73.6336
74,2019,01,24,1400,201901,24,1930,133934,801660,MASSACHUSETTS,25,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Newspaper,Heavy Rain / Snow Melt,42.4595,-73.1902,42.4596,-73.1881
75,2019,01,24,1821,201901,25,542,133887,802962,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.4061,-73.263,43.4065,-73.2623
76,2019,01,24,1707,201901,25,1500,133887,802963,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Ice Jam,42.9582,-73.4351,42.958999999999996,-73.4329
77,2019,01,15,1600,201901,15,1930,133577,799118,ARIZONA,4,2019,January,Flash Flood,PSR,0,0,0,0,1.00K,0.00K,Mesonet,Heavy Rain,33.6323,-113.3288,33.5868,-113.1722
78,2019,01,16,300,201901,16,1816,133814,800796,CALIFORNIA,6,2019,January,Flood,EKA,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,39.07,-123.16,39.0685,-123.1554
79,2019,01,24,1301,201901,24,1741,133887,801383,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Ice Jam,43.0236,-73.3647,43.0266,-73.3637
80,2019,03,30,2100,201903,30,2300,134765,807731,OHIO,39,2019,March,Flood,ILN,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,39.1,-84.53,39.0999,-84.5348
81,2019,03,30,2130,201903,30,2230,134765,807732,OHIO,39,2019,March,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.39,-84.17,39.3902,-84.1675
82,2019,03,30,1930,201903,30,2030,134766,807735,KENTUCKY,21,2019,March,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.0574,-84.4356,39.0575,-84.4339
83,2019,01,24,100,201901,24,300,132929,795305,INDIANA,18,2019,January,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.4242,-85.066,39.426,-85.064
84,2019,01,24,600,201901,24,900,132929,795306,INDIANA,18,2019,January,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.4159,-85.0463,39.4169,-85.0431
85,2019,01,24,600,201901,24,900,132929,795307,INDIANA,18,2019,January,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.458,-85.0663,39.4578,-85.0641
86,2019,01,24,600,201901,24,900,132929,795308,INDIANA,18,2019,January,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,39.4868,-85.2559,39.4862,-85.2549
87,2019,03,19,1100,201903,19,1100,134896,808540,FLORIDA,12,2019,March,Coastal Flood,JAX,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,
88,2019,03,20,756,201903,20,756,134896,808542,FLORIDA,12,2019,March,Coastal Flood,JAX,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,
89,2019,03,30,2000,201903,30,2100,134766,807736,KENTUCKY,21,2019,March,Flood,ILN,0,0,0,0,0.00K,0.00K,State Official,Heavy Rain,38.9682,-84.6611,38.9686,-84.6589
90,2019,01,14,2100,201901,14,2130,132649,793714,CALIFORNIA,6,2019,January,Flash Flood,VEF,0,0,0,0,1.00K,0.00K,Law Enforcement,Heavy Rain,36.3982,-117.2815,36.3984,-117.28
91,2019,01,17,610,201901,17,700,132649,793718,CALIFORNIA,6,2019,January,Flash Flood,VEF,0,0,0,0,1.00K,0.00K,Law Enforcement,Heavy Rain,36.4396,-117.8471,36.4515,-117.8273
92,2019,01,17,651,201901,17,830,132649,793719,CALIFORNIA,6,2019,January,Flash Flood,VEF,0,0,0,0,1.00K,0.00K,Law Enforcement,Heavy Rain,36.2866,-118.0131,36.2883,-118.0093
93,2019,01,17,1013,201901,17,1043,133275,797384,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,37.7641,-122.3922,37.7642,-122.3922
94,2019,01,17,500,201901,17,900,133275,797550,CALIFORNIA,6,2019,January,Coastal Flood,MTR,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,
95,2019,01,24,1321,201901,24,1410,133887,801385,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Department of Highways,Heavy Rain / Snow Melt,42.1538,-73.8761,42.1552,-73.88
96,2019,01,24,1700,201901,24,1845,133887,801398,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,10.00K,0.00K,Newspaper,Heavy Rain / Snow Melt,42.7501,-73.7631,42.7508,-73.7503
97,2019,01,24,1952,201901,25,1259,133887,802961,NEW YORK,36,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.5291,-73.3895,43.5233,-73.3909
98,2019,01,20,1330,201901,20,1530,133802,800900,MARYLAND,24,2019,January,Coastal Flood,AKQ,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,
99,2019,01,20,1330,201901,20,1530,133802,800901,MARYLAND,24,2019,January,Coastal Flood,AKQ,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,
100,2019,01,20,630,201901,20,1100,132950,795455,MASSACHUSETTS,25,2019,January,Coastal Flood,BOX,0,0,0,0,0.00K,0.00K,Amateur Radio,,,,,
101,2019,01,20,830,201901,20,1200,132950,795457,MASSACHUSETTS,25,2019,January,Coastal Flood,BOX,0,0,0,0,0.00K,0.00K,Amateur Radio,,,,,
102,2019,01,6,1123,201901,6,1153,133020,795945,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,37.173,-121.992,37.1728,-121.992
103,2019,01,1,0,201901,16,2200,133354,797914,ILLINOIS,17,2019,January,Flood,PAH,0,0,0,0,5.00K,0.00K,River/Stream Gage,Heavy Rain,36.9807,-89.1434,36.9876,-89.1374
104,2019,01,24,1249,201901,25,1700,133893,801404,VERMONT,50,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Ice Jam,42.8537,-72.5937,42.8504,-72.5942
105,2019,01,24,1744,201901,24,1915,133893,801611,VERMONT,50,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.2362,-72.7984,43.2359,-72.7963
106,2019,01,20,900,201901,20,1100,134112,803011,CONNECTICUT,9,2019,January,Coastal Flood,OKX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,
107,2019,02,1,0,201902,4,1200,133938,801680,KENTUCKY,21,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,River/Stream Gage,Heavy Rain,37.1277,-88.6812,37.1239,-88.6935
108,2019,02,1,0,201902,3,2300,133938,801681,KENTUCKY,21,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,River/Stream Gage,Heavy Rain,37.7515,-88.03,37.7706,-87.9634
109,2019,02,7,852,201902,7,1030,133743,801922,ILLINOIS,17,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,Trained Spotter,Heavy Rain,38.45,-88.0,38.455,-88.0811
110,2019,01,23,2000,201901,23,2100,132806,803200,FLORIDA,12,2019,January,Flood,TAE,0,0,0,0,0.00K,0.00K,911 Call Center,Heavy Rain,30.97,-85.9641,30.9768,-85.9218
111,2019,01,6,1222,201901,6,1252,133020,796049,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,38.7123,-122.9762,38.7122,-122.9763
112,2019,01,7,930,201901,7,940,133020,796413,CALIFORNIA,6,2019,January,Flood,MTR,0,0,1,0,0.00K,0.00K,Fire Department/Rescue,Heavy Rain,38.4367,-122.7251,38.4367,-122.725
113,2019,02,14,245,201902,14,914,133682,800004,HAWAII,15,2019,February,Flash Flood,HFO,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,21.6035,-157.8999,21.6033,-157.8996
114,2019,01,24,1330,201901,24,1915,133893,801616,VERMONT,50,2019,January,Flood,ALY,0,0,0,0,5.00K,0.00K,Newspaper,Heavy Rain / Snow Melt,43.3084,-73.17399999999999,43.3091,-73.1458
115,2019,01,24,1400,201901,24,1915,133893,801626,VERMONT,50,2019,January,Flood,ALY,0,0,0,0,0.00K,0.00K,Newspaper,Heavy Rain / Snow Melt,43.1062,-73.2167,43.1055,-73.2092
116,2019,01,24,1400,201901,24,1915,133893,801628,VERMONT,50,2019,January,Flood,ALY,0,0,0,0,30.00K,0.00K,Emergency Manager,Heavy Rain / Snow Melt,43.1268,-73.2045,43.1263,-73.1945
117,2019,01,3,1500,201901,3,1900,133888,801389,MISSISSIPPI,28,2019,January,Flood,JAN,0,0,0,0,10.00K,0.00K,Emergency Manager,Heavy Rain,32.7366,-89.8475,32.7308,-89.8515
118,2019,01,3,1500,201901,3,1900,133888,801390,MISSISSIPPI,28,2019,January,Flood,JAN,0,0,0,0,10.00K,0.00K,Emergency Manager,Heavy Rain,32.6116,-90.0497,32.6103,-90.0554
119,2019,01,6,1530,201901,6,1830,134354,804959,CALIFORNIA,6,2019,January,Flood,STO,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,38.68,-121.8,38.6754,-121.8013
120,2019,02,6,1545,201902,6,1745,133741,801946,KENTUCKY,21,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,37.7,-87.12,37.6934,-87.12299999999999
121,2019,02,6,1557,201902,6,1745,133741,801947,KENTUCKY,21,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,37.78,-87.51,37.7764,-87.4964
122,2019,02,7,1500,201902,10,1200,133743,802913,ILLINOIS,17,2019,February,Flood,PAH,0,0,0,0,0.00K,0.00K,River/Stream Gage,Heavy Rain,38.35,-88.58,38.3099,-88.5373
123,2019,01,19,1725,201901,19,1825,133905,805675,NEBRASKA,31,2019,January,Flood,OAX,0,0,0,0,0.00K,0.00K,Emergency Manager,Ice Jam,42.2064,-98.2278,42.1767,-98.2402
124,2019,01,19,2200,201901,19,2300,133905,805676,NEBRASKA,31,2019,January,Flood,OAX,0,0,0,0,0.00K,0.00K,Emergency Manager,Ice Jam,42.1877,-98.1767,42.159,-98.1862
125,2019,01,17,510,201901,17,710,132587,793383,CALIFORNIA,6,2019,January,Flood,HNX,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,35.3528,-118.9812,35.3523,-118.9813
126,2019,01,17,544,201901,17,944,132587,793384,CALIFORNIA,6,2019,January,Flood,HNX,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,35.6027,-118.486,35.6028,-118.4861
127,2019,01,6,1229,201901,6,1259,133020,796050,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,37.3976,-122.0119,37.3976,-122.0121
128,2019,01,6,1244,201901,6,1314,133020,796051,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,37.6428,-122.0953,37.6426,-122.0953
129,2019,01,6,1247,201901,6,1317,133020,796052,CALIFORNIA,6,2019,January,Flood,MTR,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,38.3502,-122.7213,38.3501,-122.7213
